ddg.type	ddg.num	ddg.name	ddg.value	ddg.return.linked	ddg.auto.created	ddg.time	ddg.snum	ddg.lnum
Binding	4893	...  <-  newX[, i]		FALSE	FALSE	165.764	0	41
Binding	4894	...  <-  ...		FALSE	FALSE	165.829	0	41
Operation	4895	FUN	FUN	FALSE	FALSE	166.063	0	41
Operation	4896	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	166.105	0	41
Operation	4897	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	166.16	0	41
Finish	4898	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	166.213	0	41
Start	4899	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	166.237	0	41
Binding	4900	...  <-  newX[, i]		FALSE	FALSE	166.257	0	41
Binding	4901	...  <-  ...		FALSE	FALSE	166.315	0	41
Operation	4902	FUN	FUN	FALSE	FALSE	166.361	0	41
Operation	4903	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	166.405	0	41
Operation	4904	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	166.461	0	41
Finish	4905	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	166.517	0	41
Start	4906	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	166.547	0	41
Binding	4907	...  <-  newX[, i]		FALSE	FALSE	166.758	0	41
Binding	4908	...  <-  ...		FALSE	FALSE	166.814	0	41
Operation	4909	FUN	FUN	FALSE	FALSE	166.856	0	41
Operation	4910	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	166.898	0	41
Operation	4911	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	166.955	0	41
Finish	4912	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	167.01	0	41
Start	4913	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	167.031	0	41
Binding	4914	...  <-  newX[, i]		FALSE	FALSE	167.052	0	41
Binding	4915	...  <-  ...		FALSE	FALSE	167.114	0	41
Operation	4916	FUN	FUN	FALSE	FALSE	167.158	0	41
Operation	4917	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	167.2	0	41
Operation	4918	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	167.255	0	41
Finish	4919	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	167.501	0	41
Start	4920	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	167.523	0	41
Binding	4921	...  <-  newX[, i]		FALSE	FALSE	167.546	0	41
Binding	4922	...  <-  ...		FALSE	FALSE	167.612	0	41
Operation	4923	FUN	FUN	FALSE	FALSE	167.654	0	41
Operation	4924	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	167.699	0	41
Operation	4925	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	167.755	0	41
Finish	4926	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	167.813	0	41
Start	4927	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	167.836	0	41
Binding	4928	...  <-  newX[, i]		FALSE	FALSE	167.861	0	41
Binding	4929	...  <-  ...		FALSE	FALSE	167.929	0	41
Operation	4930	FUN	FUN	FALSE	FALSE	167.971	0	41
Operation	4931	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	168.017	0	41
Operation	4932	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	168.265	0	41
Finish	4933	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	168.324	0	41
Start	4934	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	168.347	0	41
Binding	4935	...  <-  newX[, i]		FALSE	FALSE	168.367	0	41
Binding	4936	...  <-  ...		FALSE	FALSE	168.425	0	41
Operation	4937	FUN	FUN	FALSE	FALSE	168.469	0	41
Operation	4938	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	168.512	0	41
Operation	4939	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	168.575	0	41
Finish	4940	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	168.638	0	41
Start	4941	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	168.662	0	41
Binding	4942	...  <-  newX[, i]		FALSE	FALSE	168.686	0	41
Binding	4943	...  <-  ...		FALSE	FALSE	168.938	0	41
Operation	4944	FUN	FUN	FALSE	FALSE	168.976	0	41
Operation	4945	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	169.014	0	41
Operation	4946	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	169.074	0	41
Finish	4947	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	169.135	0	41
Start	4948	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	169.159	0	41
Binding	4949	...  <-  newX[, i]		FALSE	FALSE	169.182	0	41
Binding	4950	...  <-  ...		FALSE	FALSE	169.245	0	41
Operation	4951	FUN	FUN	FALSE	FALSE	169.289	0	41
Operation	4952	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	169.333	0	41
Operation	4953	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	169.391	0	41
Finish	4954	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	169.451	0	41
Start	4955	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	169.67	0	41
Binding	4956	...  <-  newX[, i]		FALSE	FALSE	169.694	0	41
Binding	4957	...  <-  ...		FALSE	FALSE	169.75	0	41
Operation	4958	FUN	FUN	FALSE	FALSE	169.793	0	41
Operation	4959	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	169.835	0	41
Operation	4960	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	169.896	0	41
Finish	4961	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	169.958	0	41
Start	4962	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	169.981	0	41
Binding	4963	...  <-  newX[, i]		FALSE	FALSE	170.008	0	41
Binding	4964	...  <-  ...		FALSE	FALSE	170.077	0	41
Operation	4965	FUN	FUN	FALSE	FALSE	170.117	0	41
Operation	4966	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	170.162	0	41
Operation	4967	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	170.223	0	41
Finish	4968	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	170.476	0	41
Start	4969	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	170.496	0	41
Binding	4970	...  <-  newX[, i]		FALSE	FALSE	170.516	0	41
Binding	4971	...  <-  ...		FALSE	FALSE	170.572	0	41
Operation	4972	FUN	FUN	FALSE	FALSE	170.613	0	41
Operation	4973	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	170.655	0	41
Operation	4974	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	170.712	0	41
Finish	4975	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	170.77	0	41
Start	4976	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	170.792	0	41
Binding	4977	...  <-  newX[, i]		FALSE	FALSE	170.815	0	41
Binding	4978	...  <-  ...		FALSE	FALSE	170.886	0	41
Operation	4979	FUN	FUN	FALSE	FALSE	170.94	0	41
Operation	4980	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	171.175	0	41
Operation	4981	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	171.234	0	41
Finish	4982	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	171.293	0	41
Start	4983	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	171.318	0	41
Binding	4984	...  <-  newX[, i]		FALSE	FALSE	171.34	0	41
Binding	4985	...  <-  ...		FALSE	FALSE	171.406	0	41
Operation	4986	FUN	FUN	FALSE	FALSE	171.45	0	41
Operation	4987	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	171.494	0	41
Operation	4988	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	171.553	0	41
Finish	4989	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	171.607	0	41
Start	4990	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	171.631	0	41
Binding	4991	...  <-  newX[, i]		FALSE	FALSE	171.853	0	41
Binding	4992	...  <-  ...		FALSE	FALSE	171.918	0	41
Operation	4993	FUN	FUN	FALSE	FALSE	171.961	0	41
Operation	4994	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	172.006	0	41
Operation	4995	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	172.061	0	41
Finish	4996	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	172.121	0	41
Start	4997	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	172.142	0	41
Binding	4998	...  <-  newX[, i]		FALSE	FALSE	172.164	0	41
Binding	4999	...  <-  ...		FALSE	FALSE	172.233	0	41
Operation	5000	FUN	FUN	FALSE	FALSE	172.274	0	41
Operation	5001	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	172.319	0	41
Operation	5002	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	172.387	0	41
Finish	5003	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	172.648	0	41
Start	5004	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	172.669	0	41
Binding	5005	...  <-  newX[, i]		FALSE	FALSE	172.691	0	41
Binding	5006	...  <-  ...		FALSE	FALSE	172.756	0	41
Operation	5007	FUN	FUN	FALSE	FALSE	172.802	0	41
Operation	5008	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	172.846	0	41
Operation	5009	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	172.911	0	41
Finish	5010	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	172.973	0	41
Start	5011	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	172.993	0	41
Binding	5012	...  <-  newX[, i]		FALSE	FALSE	173.016	0	41
Binding	5013	...  <-  ...		FALSE	FALSE	173.077	0	41
Operation	5014	FUN	FUN	FALSE	FALSE	173.118	0	41
Operation	5015	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	173.352	0	41
Operation	5016	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	173.415	0	41
Finish	5017	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	173.471	0	41
Start	5018	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	173.492	0	41
Binding	5019	...  <-  newX[, i]		FALSE	FALSE	173.518	0	41
Binding	5020	...  <-  ...		FALSE	FALSE	173.578	0	41
Operation	5021	FUN	FUN	FALSE	FALSE	173.621	0	41
Operation	5022	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	173.662	0	41
Operation	5023	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	173.725	0	41
Finish	5024	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	173.784	0	41
Start	5025	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	173.809	0	41
Binding	5026	...  <-  newX[, i]		FALSE	FALSE	174.02	0	41
Binding	5027	...  <-  ...		FALSE	FALSE	174.082	0	41
Operation	5028	FUN	FUN	FALSE	FALSE	174.125	0	41
Operation	5029	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	174.167	0	41
Operation	5030	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	174.227	0	41
Finish	5031	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	174.287	0	41
Start	5032	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	174.308	0	41
Binding	5033	...  <-  newX[, i]		FALSE	FALSE	174.33	0	41
Binding	5034	...  <-  ...		FALSE	FALSE	174.399	0	41
Operation	5035	FUN	FUN	FALSE	FALSE	174.443	0	41
Operation	5036	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	174.485	0	41
Operation	5037	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	174.547	0	41
Finish	5038	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	174.797	0	41
Start	5039	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	174.82	0	41
Binding	5040	...  <-  newX[, i]		FALSE	FALSE	174.843	0	41
Binding	5041	...  <-  ...		FALSE	FALSE	174.911	0	41
Operation	5042	FUN	FUN	FALSE	FALSE	174.957	0	41
Operation	5043	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	175.002	0	41
Operation	5044	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	175.058	0	41
Finish	5045	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	175.124	0	41
Start	5046	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	175.145	0	41
Binding	5047	...  <-  newX[, i]		FALSE	FALSE	175.169	0	41
Binding	5048	...  <-  ...		FALSE	FALSE	175.238	0	41
Operation	5049	FUN	FUN	FALSE	FALSE	175.278	0	41
Operation	5050	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	175.515	0	41
Operation	5051	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	175.575	0	41
Finish	5052	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	175.634	0	41
Start	5053	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	175.657	0	41
Binding	5054	...  <-  newX[, i]		FALSE	FALSE	175.681	0	41
Binding	5055	...  <-  ...		FALSE	FALSE	175.747	0	41
Operation	5056	FUN	FUN	FALSE	FALSE	175.794	0	41
Operation	5057	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	175.838	0	41
Operation	5058	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	175.897	0	41
Finish	5059	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	175.957	0	41
Start	5060	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	175.981	0	41
Binding	5061	...  <-  newX[, i]		FALSE	FALSE	176.203	0	41
Binding	5062	...  <-  ...		FALSE	FALSE	176.266	0	41
Operation	5063	FUN	FUN	FALSE	FALSE	176.306	0	41
Operation	5064	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	176.349	0	41
Operation	5065	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	176.402	0	41
Finish	5066	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	176.457	0	41
Start	5067	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	176.478	0	41
Binding	5068	...  <-  newX[, i]		FALSE	FALSE	176.5	0	41
Binding	5069	...  <-  ...		FALSE	FALSE	176.567	0	41
Operation	5070	FUN	FUN	FALSE	FALSE	176.614	0	41
Operation	5071	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	176.66	0	41
Operation	5072	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	176.719	0	41
Finish	5073	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	176.977	0	41
Start	5074	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	177	0	41
Binding	5075	...  <-  newX[, i]		FALSE	FALSE	177.024	0	41
Binding	5076	...  <-  ...		FALSE	FALSE	177.079	0	41
Operation	5077	FUN	FUN	FALSE	FALSE	177.121	0	41
Operation	5078	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	177.163	0	41
Operation	5079	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	177.216	0	41
Finish	5080	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	177.27	0	41
Start	5081	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	177.293	0	41
Binding	5082	...  <-  newX[, i]		FALSE	FALSE	177.319	0	41
Binding	5083	...  <-  ...		FALSE	FALSE	177.385	0	41
Operation	5084	FUN	FUN	FALSE	FALSE	177.426	0	41
Operation	5085	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	177.667	0	41
Operation	5086	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	177.727	0	41
Finish	5087	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	177.782	0	41
Start	5088	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	177.809	0	41
Binding	5089	...  <-  newX[, i]		FALSE	FALSE	177.834	0	41
Binding	5090	...  <-  ...		FALSE	FALSE	177.901	0	41
Operation	5091	FUN	FUN	FALSE	FALSE	177.948	0	41
Operation	5092	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	177.994	0	41
Operation	5093	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	178.059	0	41
Finish	5094	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	178.122	0	41
Start	5095	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	178.146	0	41
Binding	5096	...  <-  newX[, i]		FALSE	FALSE	178.362	0	41
Binding	5097	...  <-  ...		FALSE	FALSE	178.42	0	41
Operation	5098	FUN	FUN	FALSE	FALSE	178.459	0	41
Operation	5099	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	178.5	0	41
Operation	5100	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	178.551	0	41
Finish	5101	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	178.61	0	41
Start	5102	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	178.635	0	41
Binding	5103	...  <-  newX[, i]		FALSE	FALSE	178.658	0	41
Binding	5104	...  <-  ...		FALSE	FALSE	178.724	0	41
Operation	5105	FUN	FUN	FALSE	FALSE	178.773	0	41
Operation	5106	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	178.818	0	41
Operation	5107	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	178.875	0	41
Finish	5108	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	179.132	0	41
Start	5109	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	179.154	0	41
Binding	5110	...  <-  newX[, i]		FALSE	FALSE	179.175	0	41
Binding	5111	...  <-  ...		FALSE	FALSE	179.241	0	41
Operation	5112	FUN	FUN	FALSE	FALSE	179.287	0	41
Operation	5113	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	179.329	0	41
Operation	5114	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	179.389	0	41
Finish	5115	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	179.451	0	41
Start	5116	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	179.476	0	41
Binding	5117	...  <-  newX[, i]		FALSE	FALSE	179.501	0	41
Binding	5118	...  <-  ...		FALSE	FALSE	179.564	0	41
Operation	5119	FUN	FUN	FALSE	FALSE	179.613	0	41
Operation	5120	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	179.853	0	41
Operation	5121	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	179.917	0	41
Finish	5122	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	179.981	0	41
Start	5123	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	180.005	0	41
Binding	5124	...  <-  newX[, i]		FALSE	FALSE	180.03	0	41
Binding	5125	...  <-  ...		FALSE	FALSE	180.098	0	41
Operation	5126	FUN	FUN	FALSE	FALSE	180.14	0	41
Operation	5127	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	180.183	0	41
Operation	5128	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	180.252	0	41
Finish	5129	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	180.313	0	41
Start	5130	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	180.339	0	41
Binding	5131	...  <-  newX[, i]		FALSE	FALSE	180.553	0	41
Binding	5132	...  <-  ...		FALSE	FALSE	180.616	0	41
Operation	5133	FUN	FUN	FALSE	FALSE	180.657	0	41
Operation	5134	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	180.7	0	41
Operation	5135	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	180.761	0	41
Finish	5136	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	180.825	0	41
Start	5137	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	180.85	0	41
Binding	5138	...  <-  newX[, i]		FALSE	FALSE	180.877	0	41
Binding	5139	...  <-  ...		FALSE	FALSE	180.948	0	41
Operation	5140	FUN	FUN	FALSE	FALSE	181.002	0	41
Operation	5141	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	181.053	0	41
Operation	5142	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	181.116	0	41
Finish	5143	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	181.372	0	41
Start	5144	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	181.395	0	41
Binding	5145	...  <-  newX[, i]		FALSE	FALSE	181.415	0	41
Binding	5146	...  <-  ...		FALSE	FALSE	181.474	0	41
Operation	5147	FUN	FUN	FALSE	FALSE	181.518	0	41
Operation	5148	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	181.558	0	41
Operation	5149	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	181.613	0	41
Finish	5150	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	181.679	0	41
Start	5151	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	181.705	0	41
Binding	5152	...  <-  newX[, i]		FALSE	FALSE	181.726	0	41
Binding	5153	...  <-  ...		FALSE	FALSE	181.795	0	41
Operation	5154	FUN	FUN	FALSE	FALSE	182.033	0	41
Operation	5155	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	182.078	0	41
Operation	5156	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	182.139	0	41
Finish	5157	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	182.198	0	41
Start	5158	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	182.219	0	41
Binding	5159	...  <-  newX[, i]		FALSE	FALSE	182.241	0	41
Binding	5160	...  <-  ...		FALSE	FALSE	182.306	0	41
Operation	5161	FUN	FUN	FALSE	FALSE	182.351	0	41
Operation	5162	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	182.4	0	41
Operation	5163	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	182.463	0	41
Finish	5164	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	182.526	0	41
Start	5165	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	182.745	0	41
Binding	5166	...  <-  newX[, i]		FALSE	FALSE	182.772	0	41
Binding	5167	...  <-  ...		FALSE	FALSE	182.832	0	41
Operation	5168	FUN	FUN	FALSE	FALSE	182.871	0	41
Operation	5169	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	182.914	0	41
Operation	5170	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	182.973	0	41
Finish	5171	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	183.032	0	41
Start	5172	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	183.053	0	41
Binding	5173	...  <-  newX[, i]		FALSE	FALSE	183.075	0	41
Binding	5174	...  <-  ...		FALSE	FALSE	183.138	0	41
Operation	5175	FUN	FUN	FALSE	FALSE	183.183	0	41
Operation	5176	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	183.225	0	41
Operation	5177	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	183.477	0	41
Finish	5178	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	183.534	0	41
Start	5179	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	183.559	0	41
Binding	5180	...  <-  newX[, i]		FALSE	FALSE	183.583	0	41
Binding	5181	...  <-  ...		FALSE	FALSE	183.652	0	41
Operation	5182	FUN	FUN	FALSE	FALSE	183.699	0	41
Operation	5183	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	183.745	0	41
Operation	5184	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	183.803	0	41
Finish	5185	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	183.869	0	41
Start	5186	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	183.894	0	41
Binding	5187	...  <-  newX[, i]		FALSE	FALSE	183.917	0	41
Binding	5188	...  <-  ...		FALSE	FALSE	184.166	0	41
Operation	5189	FUN	FUN	FALSE	FALSE	184.21	0	41
Operation	5190	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	184.255	0	41
Operation	5191	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	184.312	0	41
Finish	5192	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	184.368	0	41
Start	5193	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	184.389	0	41
Binding	5194	...  <-  newX[, i]		FALSE	FALSE	184.411	0	41
Binding	5195	...  <-  ...		FALSE	FALSE	184.479	0	41
Operation	5196	FUN	FUN	FALSE	FALSE	184.525	0	41
Operation	5197	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	184.572	0	41
Operation	5198	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	184.629	0	41
Finish	5199	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	184.885	0	41
Start	5200	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	184.908	0	41
Binding	5201	...  <-  newX[, i]		FALSE	FALSE	184.935	0	41
Binding	5202	...  <-  ...		FALSE	FALSE	185	0	41
Operation	5203	FUN	FUN	FALSE	FALSE	185.047	0	41
Operation	5204	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	185.094	0	41
Operation	5205	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	185.161	0	41
Finish	5206	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	185.22	0	41
Start	5207	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	185.243	0	41
Binding	5208	...  <-  newX[, i]		FALSE	FALSE	185.27	0	41
Binding	5209	...  <-  ...		FALSE	FALSE	185.339	0	41
Operation	5210	FUN	FUN	FALSE	FALSE	185.381	0	41
Operation	5211	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	185.622	0	41
Operation	5212	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	185.687	0	41
Finish	5213	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	185.748	0	41
Start	5214	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	185.772	0	41
Binding	5215	...  <-  newX[, i]		FALSE	FALSE	185.795	0	41
